Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Xám,256 GB,Mỹ,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",5.330.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,256 GB,Nhật Bản,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",4.400.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,128 GB,Nước khác,102 Thượng Đình,3.590.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),7-12 tháng,Tím,256 GB,Trung Quốc,"Phường 11, Quận 6, Tp Hồ Chí Minh",5.500.000
Vivo,iQOO Z9,Mới,3 tháng,Đen,256 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",5.990.000
Huawei,Mate X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,512 GB,Nước khác,"Phường Kim Mã, Quận Ba Đình, Hà Nội",17.500.000
Apple,iPhone 8 plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang",1.800.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Mỹ,1160 phạm văn đồng,5.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,128 GB,Đang cập nhật,"Phường 11, Quận 10, Tp Hồ Chí Minh",15.500.000
Samsung,Galaxy Z Fold5,Đã sử dụng (qua sửa chữa),Còn bảo hành,Đen,512 GB,Việt Nam,"Phường 10, Thành phố Mỹ Tho, Tiền Giang",18.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Việt Nam,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.690.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,128 GB,Đang cập nhật,Quốc tế,"Phường 5, Quận 10, Tp Hồ Chí Minh",5.690.000
Xiaomi,Black Shark 3,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,256 GB,Việt Nam,Đường 46A,2.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Mỹ,463b Cmt8,5.500.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen bóng - Jet black,256 GB,Mỹ,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",8.000.000
Apple,iPhone 14 Plus,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen,128 GB,Mỹ,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13.290.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",10.500.000
Vivo,iQOO Z9x,Mới,3 tháng,Xanh lá,128 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",4.200.000
Xiaomi,13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen bóng - Jet black,128 GB,Trung Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",7.800.000
Xiaomi,Redmi Note 11 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",2.600.000
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Hàn Quốc,QL 1A,3.500.000
Xiaomi,Redmi Note 11 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",2.600.000
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Hàn Quốc,QL 1A,3.500.000
Apple,iPhone 16 Pro Max,Mới,7-12 tháng,Bạc,512 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",39.500.000
Xiaomi,12s,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Tím,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",5.990.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,64 GB,Mỹ,"Phường 3, Thành phố Tây Ninh, Tây Ninh",5.500.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,64 GB,Đang cập nhật,"Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",2.350.000
Vsmart,Live 4,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Việt Nam,"Phường 2, Quận 11, Tp Hồ Chí Minh",1.250.000
Oppo,A9,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh dương,256 GB,Trung Quốc,19 Đường Tam Bình,1.700.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,512 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",6.300.000
Xiaomi,Redmi Turbo 3,Mới,3 tháng,Đen,256 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",6.390.000
Apple,iPhone 6S plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",1.000.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,256 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",6.300.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,128 GB,Mỹ,"Phường 9, Quận 6, Tp Hồ Chí Minh",6.999.000
Hãng khác,Dòng khác,Mới,7-12 tháng,Đen,512 GB,Nước khác,102 Thượng Đình,8.190.000
Samsung,Galaxy A20s,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đỏ,32 GB,Việt Nam,Đường Số 16,1.000.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Trắng,256 GB,Mỹ,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",9.000.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Mỹ,1160 phạm văn đồng,6.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường 8, Quận 10, Tp Hồ Chí Minh",12.500.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,512 GB,Đang cập nhật,In trên bao bì,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",27.500.000
Oppo,A5S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,Đang cập nhật,In trên bao bì,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",900.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Mỹ,1160 phạm văn đồng,6.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường 8, Quận 10, Tp Hồ Chí Minh",12.500.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,512 GB,Đang cập nhật,In trên bao bì,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",27.500.000
Oppo,A5S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,Đang cập nhật,In trên bao bì,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",900.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,1 TB,Trung Quốc,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",8.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Mỹ,463b Cmt8,6.500.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,512 GB,Nước khác,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",27.900.000
Apple,iPhone 4S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,16 GB,Đang cập nhật,"Phường Bình Khánh, Thành phố Long Xuyên, An Giang",250.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,128 GB,Việt Nam,Hh03c B2.1 Khu Đô Thị Thanh Hà,6.200.000
Samsung,Galaxy A7,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,Đường Số 16,1.100.000
Xiaomi,Redmi Note 13 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Nước khác,"Phường Phú Bình, Thành phố Long Khánh, Đồng Nai",4.300.000
Vivo,X70 Pro Plus,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Trung Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",6.200.000
Xiaomi,Redmi Note 5A/Note 5A Prime,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,16 GB,Trung Quốc,"Trường Mầm Non Sơn Ca 8 , Đường Vườn Lài",415.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",17.500.000
Oppo,A94,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Đang cập nhật,"Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",2.650.000
Samsung,Galaxy S21 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Bạc,128 GB,Việt Nam,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",6.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",3.988.888
Vivo,S1 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Việt Nam,"Phường An Thạnh, Thành phố Thuận An, Bình Dương",1.600.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.000.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,64 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.500.000
Samsung,Galaxy J8,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,32 GB,Việt Nam,Đường Số 16,750.000
Vivo,iQOO Z9 Turbo,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",6.850.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,64 GB,Đang cập nhật,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",3.990.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,256 GB,Việt Nam,"Phường An Bình, Thành phố Biên Hòa, Đồng Nai",1.950.000
Xiaomi,Dòng khác,Mới,Hết bảo hành,Xanh dương,256 GB,Trung Quốc,"Xã Tân Thanh, Huyện Giồng Trôm, Bến Tre",2.200.000
Oppo,F7,Đã sử dụng (chưa sửa chữa),3 tháng,Đỏ,64 GB,Trung Quốc,"Phường 4, Quận 8, Tp Hồ Chí Minh",1.050.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.900.000
Oppo,Find N3,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,512 GB,Nước khác,"Phường Kim Mã, Quận Ba Đình, Hà Nội",17.900.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,128 GB,Hàn Quốc,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",9.300.000
Apple,iPhone 13 Pro,Đã sử dụng (chưa sửa chữa),4-6 tháng,Xanh dương,128 GB,Việt Nam,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",12.900.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đỏ,128 GB,Nước khác,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",7.990.000
Apple,iPhone 8 plus,Đã sử dụng (chưa sửa chữa),1 tháng,Đen bóng - Jet black,64 GB,Nước khác,"Phường 4, Thành phố Sóc Trăng, Sóc Trăng",2.400.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,64 GB,Mỹ,"Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",3.950.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",12.200.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",15.800.000
Samsung,Galaxy S20 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Việt Nam,Đường Phan Văn Trị,5.100.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,1 TB,Việt Nam,"Phường 6, Quận 6, Tp Hồ Chí Minh",18.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,64 GB,Đang cập nhật,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",6.390.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,64 GB,Đang cập nhật,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",6.390.000
Samsung,Galaxy Note 10 Plus,Đã sử dụng (chưa sửa chữa),1 tháng,Bạc,256 GB,Mỹ,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",5.700.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng,256 GB,Việt Nam,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",3.680.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Mỹ,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",12.650.000
Apple,iPhone 6S plus,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,16 GB,Việt Nam,"Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",450.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Việt Nam,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",23.000.000
Xiaomi,Redmi K70,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen bóng - Jet black,256 GB,Việt Nam,"Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",5.999.999
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Đang cập nhật,"Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",3.500.000
Samsung,Galaxy M23,Đã sử dụng (chưa sửa chữa),1 tháng,Màu khác,128 GB,Hàn Quốc,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",2.500.000
Oppo,Reno 2/2F,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",1.900.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Nước khác,"Phường 9, Thành phố Vĩnh Long, Vĩnh Long",3.700.000
Xiaomi,Redmi Note 8 Pro,Mới,Hết bảo hành,Xanh lá,64 GB,Trung Quốc,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.650.000
Samsung,Galaxy A71,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Bạc,Đang cập nhật,In trên bao bì,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",1.300.000
Honor,dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Trung Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",5.900.000
Vivo,Z1,Mới,Hết bảo hành,Trắng,128 GB,Trung Quốc,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.150.000
Apple,iPhone 12 Mini,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,774 Đường Láng,4.650.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen,128 GB,Mỹ,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",9.900.000
Apple,iPhone 13 Pro Max,Mới,Còn bảo hành,Xanh dương,128 GB,Mỹ,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",14.490.000
Samsung,Galaxy S20 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Việt Nam,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1.700.000
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,512 GB,Hàn Quốc,"Phường 12, Quận 10, Tp Hồ Chí Minh",14.900.004
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,"Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",5.555.555
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Mỹ,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",5.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Tím,128 GB,Hàn Quốc,"Phường Nam Đồng, Quận Đống Đa, Hà Nội",18.500.000
Vivo,IQ00 Neo,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Cam,256 GB,Trung Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",5.900.000
Nokia thông minh,8.1 Plus,Mới,1 tháng,Màu khác,64 GB,Việt Nam,Kế bánh xèo 7 tới,1.800.000
Apple,iPhone 13 Pro Max,Mới,Còn bảo hành,Màu khác,128 GB,Nước khác,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",10.890.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),3 tháng,Tím,64 GB,Mỹ,"Phường Long Biên, Quận Long Biên, Hà Nội",8.500.000
Realme,5 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",800.000
Nokia phổ thông,8800,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,8 GB,Việt Nam,"Xã Thuận Thiên, Huyện Kiến Thuỵ, Hải Phòng",123.456
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",12.990.000
Xiaomi,Redmi K50,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Trung Quốc,"Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4.050.000
Xiaomi,Redmi K70 Pro,Mới,>12 tháng,Bạc,256 GB,Việt Nam,18 Ngõ 599 Phạm Văn Đồng,5.800.000
Oppo,Reno8 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,256 GB,Việt Nam,"Phường 9, Quận 11, Tp Hồ Chí Minh",5.200.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Hàn Quốc,Đường Phú Thị,17.200.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Đang cập nhật,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",13.100.000
Apple,iPhone 15 Plus,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Hồng,512 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",21.900.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,64 GB,Mỹ,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",4.400.000
Xiaomi,Redmi Note 8 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Thanh Bình, Thành phố Ninh Bình, Ninh Bình",1.450.000
Apple,iPhone 16 Pro,Mới,Còn bảo hành,Màu khác,128 GB,Mỹ,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",27.900.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,128 GB,Mỹ,"Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",5.800.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,128 GB,Mỹ,"Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",5.800.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),1 tháng,Trắng,64 GB,Mỹ,"số nhà 71 , ngõ 3 Phố Thái Hà - Đống Đa - Hà Nội ",7.200.000
Samsung,Galaxy A7,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,64 GB,Hàn Quốc,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",1.000.000
Apple,iPhone 14 Pro Max,Mới,2 tháng,Màu khác,256 GB,Việt Nam,"Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",12.200.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,128 GB,Trung Quốc,"Phường Vĩnh Niệm, Quận Lê Chân, Hải Phòng",3.550.000
Oppo,A33W,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,Đang cập nhật,In trên bao bì,"Xã Tuy Lai, Huyện Mỹ Đức, Hà Nội",350.000
Apple,iPhone 7 plus,Mới,Hết bảo hành,Hồng,256 GB,Việt Nam,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",1.650.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Trung Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",6.900.000
Apple,iPhone 8 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,64 GB,Đang cập nhật,"Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.700.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Tím,128 GB,Mỹ,"Phường 5, Quận 3, Tp Hồ Chí Minh",6.500.000
Apple,iPhone 13 Pro Max,Mới,Hết bảo hành,Màu khác,256 GB,Mỹ,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",7.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,256 GB,Mỹ,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",12.000.000
Apple,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,128 GB,Đang cập nhật,Đường M1,1.300.000
