Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
apple,iphone 14 pro max,moi,con bao hanh,tim,256.0,nuoc khac,da nang,20990000
xiaomi,14,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,da nang,11650000
samsung,galaxy s21,da su dung qua sua chua,het bao hanh,tim,128.0,viet nam,vinh long,4440000
apple,iphone 12 pro max,da su dung chua sua chua,4-6 thang,xanh duong,128.0,my,tp ho chi minh,7100000
samsung,galaxy s10e,da su dung chua sua chua,>12 thang,den,128.0,dang cap nhat,ha noi,2900000
apple,iphone 8 plus,da su dung chua sua chua,het bao hanh,den bong,64.0,my,tp ho chi minh,3000000
apple,iphone 11,da su dung chua sua chua,con bao hanh,xanh la,64.0,dang cap nhat,tp ho chi minh,4500000
vivo,iqoo z9 turbo,moi,con bao hanh,trang,256.0,trung quoc,ha noi,6300000
realme,dong khac,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,dong nai,2550000
samsung,galaxy a02s,da su dung chua sua chua,2 thang,den,128.0,viet nam,dong nai,850000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,6500000
xiaomi,redmi note 13 pro,moi,3 thang,trang,256.0,viet nam,can tho,6200000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,8500000
xiaomi,redmi note 13 pro,da su dung chua sua chua,het bao hanh,mau khac,128.0,trung quoc,ha noi,4200000
apple,iphone xs,da su dung chua sua chua,bao hanh hang,trang,64.0,nuoc khac,binh duong,2950000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,64.0,my,ha noi,5100000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,64.0,my,ha noi,5100000
apple,iphone xr,da su dung chua sua chua,3 thang,trang,64.0,my,ba ria - vung tau,3900000
xiaomi,poco x3 pro,da su dung qua sua chua,het bao hanh,vang,256.0,trung quoc,tp ho chi minh,2200000
apple,iphone 12 pro max,da su dung chua sua chua,4-6 thang,xanh duong,128.0,my,tp ho chi minh,12800000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,vang,128.0,dang cap nhat,tp ho chi minh,8800000
nokia thong minh,x6,da su dung chua sua chua,het bao hanh,den,64.0,trung quoc,soc trang,650000
apple,iphone 6,da su dung chua sua chua,het bao hanh,vang,32.0,viet nam,dong nai,550000
xiaomi,14,da su dung chua sua chua,con bao hanh,mau khac,256.0,viet nam,tp ho chi minh,13390000
samsung,galaxy z fold3,moi,con bao hanh,den,256.0,viet nam,da nang,8790000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,tp ho chi minh,5500000
apple,iphone 12,da su dung qua sua chua,het bao hanh,den,128.0,my,ha noi,4800000
apple,iphone 13,da su dung chua sua chua,7-12 thang,trang,128.0,viet nam,tp ho chi minh,11300000
vivo,x60,da su dung chua sua chua,con bao hanh,xanh duong,128.0,trung quoc,da nang,3650000
apple,iphone 11,da su dung chua sua chua,3 thang,den,64.0,dang cap nhat,can tho,5690000
apple,iphone 11 pro max,da su dung chua sua chua,3 thang,xam,256.0,my,tp ho chi minh,5330000
apple,iphone xs,da su dung chua sua chua,het bao hanh,den bong,256.0,nhat ban,tp ho chi minh,4400000
xiaomi,dong khac,da su dung chua sua chua,7-12 thang,tim,256.0,trung quoc,tp ho chi minh,5500000
vivo,iqoo z9,moi,3 thang,den,256.0,viet nam,can tho,5990000
huawei,mate x,da su dung chua sua chua,het bao hanh,xanh duong,512.0,nuoc khac,ha noi,17500000
apple,iphone 8 plus,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,an giang,1800000
apple,iphone 14 pro max,da su dung chua sua chua,7-12 thang,den,128.0,dang cap nhat,tp ho chi minh,15500000
samsung,galaxy z fold5,da su dung qua sua chua,con bao hanh,den,512.0,viet nam,tien giang,18500000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,4690000
samsung,galaxy note 20 ultra,da su dung chua sua chua,4-6 thang,den bong,256.0,my,tp ho chi minh,8000000
apple,iphone 14 plus,da su dung chua sua chua,4-6 thang,den,128.0,my,tp ho chi minh,13290000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,10500000
vivo,iqoo z9x,moi,3 thang,xanh la,128.0,viet nam,can tho,4200000
xiaomi,13,da su dung chua sua chua,con bao hanh,den bong,128.0,trung quoc,tp ho chi minh,7800000
xiaomi,redmi note 11 pro,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,2600000
xiaomi,redmi note 11 pro,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,2600000
apple,iphone 16 pro max,moi,7-12 thang,bac,512.0,viet nam,can tho,39500000
xiaomi,12s,da su dung chua sua chua,con bao hanh,tim,256.0,trung quoc,da nang,5990000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,xanh la,64.0,my,tay ninh,5500000
apple,iphone x,da su dung chua sua chua,bao hanh hang,den bong,64.0,dang cap nhat,ha noi,2350000
vsmart,live 4,da su dung chua sua chua,bao hanh hang,den,64.0,viet nam,tp ho chi minh,1250000
samsung,galaxy note 20 ultra,da su dung chua sua chua,het bao hanh,vang hong,512.0,dang cap nhat,can tho,6300000
xiaomi,redmi turbo 3,moi,3 thang,den,256.0,viet nam,can tho,6390000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang,64.0,my,tp ho chi minh,1000000
samsung,galaxy note 20 ultra,da su dung chua sua chua,het bao hanh,vang hong,256.0,dang cap nhat,can tho,6300000
apple,iphone 12 pro,da su dung chua sua chua,het bao hanh,vang,128.0,my,tp ho chi minh,6999000
apple,iphone 12 pro,da su dung chua sua chua,1 thang,trang,256.0,my,tp ho chi minh,9000000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,12500000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,12500000
hang khac,dong khac,da su dung chua sua chua,het bao hanh,den,1024.0,trung quoc,tp ho chi minh,8500000
apple,iphone 15 pro max,da su dung chua sua chua,4-6 thang,mau khac,512.0,nuoc khac,tp ho chi minh,27900000
apple,iphone 4s,da su dung chua sua chua,bao hanh hang,trang,16.0,dang cap nhat,an giang,250000
xiaomi,redmi note 13 pro,da su dung chua sua chua,con bao hanh,trang,128.0,nuoc khac,dong nai,4300000
vivo,x70 pro plus,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,tp ho chi minh,6200000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh la,256.0,nuoc khac,tp ho chi minh,17500000
oppo,a94,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,binh duong,2650000
samsung,galaxy s21 ultra,da su dung chua sua chua,bao hanh hang,bac,128.0,viet nam,tp ho chi minh,6500000
apple,iphone xs max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,3988888
vivo,s1 pro,da su dung chua sua chua,1 thang,den,128.0,viet nam,binh duong,1600000
apple,iphone 11,da su dung chua sua chua,con bao hanh,trang,128.0,dang cap nhat,tp ho chi minh,5000000
apple,iphone 11 pro,da su dung chua sua chua,con bao hanh,xanh la,64.0,dang cap nhat,tp ho chi minh,5500000
vivo,iqoo z9 turbo,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,da nang,6850000
apple,iphone 11,da su dung chua sua chua,con bao hanh,bac,64.0,dang cap nhat,da nang,3990000
realme,dong khac,da su dung chua sua chua,3 thang,xanh duong,256.0,viet nam,dong nai,1950000
xiaomi,dong khac,moi,het bao hanh,xanh duong,256.0,trung quoc,ben tre,2200000
oppo,f7,da su dung chua sua chua,3 thang,do,64.0,trung quoc,tp ho chi minh,1050000
apple,iphone 12,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,5500000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,12500000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,tp ho chi minh,2900000
oppo,find n3,da su dung chua sua chua,con bao hanh,den,512.0,nuoc khac,ha noi,17900000
apple,iphone 12 pro,da su dung chua sua chua,bao hanh hang,vang,128.0,han quoc,ha noi,9300000
apple,iphone 13 pro,da su dung chua sua chua,4-6 thang,xanh duong,128.0,viet nam,tp ho chi minh,12900000
apple,iphone 13,da su dung chua sua chua,het bao hanh,do,128.0,nuoc khac,da nang,7990000
apple,iphone 8 plus,da su dung chua sua chua,1 thang,den bong,64.0,nuoc khac,soc trang,2400000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,vang,64.0,my,phu tho,3950000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,ha noi,12200000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,15800000
apple,iphone 14 pro,da su dung chua sua chua,het bao hanh,tim,1024.0,viet nam,tp ho chi minh,18500000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,mau khac,64.0,dang cap nhat,tp ho chi minh,6390000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,mau khac,64.0,dang cap nhat,tp ho chi minh,6390000
samsung,galaxy note 10 plus,da su dung chua sua chua,1 thang,bac,256.0,my,ha noi,5700000
apple,iphone xs max,da su dung chua sua chua,3 thang,vang,256.0,viet nam,tp ho chi minh,3680000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,den,256.0,my,da nang,12650000
apple,iphone 6s plus,da su dung chua sua chua,1 thang,den,16.0,viet nam,ha noi,450000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,viet nam,tp ho chi minh,23000000
xiaomi,redmi k70,da su dung chua sua chua,con bao hanh,den bong,256.0,viet nam,ben tre,5999999
apple,iphone xs,da su dung chua sua chua,het bao hanh,den,64.0,dang cap nhat,tp ho chi minh,3500000
samsung,galaxy m23,da su dung chua sua chua,1 thang,mau khac,128.0,han quoc,ha noi,2500000
oppo,reno 2/2f,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,can tho,1900000
apple,iphone 12,da su dung chua sua chua,bao hanh hang,den,128.0,nuoc khac,vinh long,3700000
xiaomi,redmi note 8 pro,moi,het bao hanh,xanh la,64.0,trung quoc,da nang,1650000
honor,dong khac,da su dung chua sua chua,con bao hanh,mau khac,128.0,trung quoc,tp ho chi minh,5900000
vivo,z1,moi,het bao hanh,trang,128.0,trung quoc,tp ho chi minh,2150000
apple,iphone 12 pro,da su dung chua sua chua,4-6 thang,den,128.0,my,tp ho chi minh,9900000
apple,iphone 13 pro max,moi,con bao hanh,xanh duong,128.0,my,da nang,14490000
samsung,galaxy s20 ultra,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,tp ho chi minh,1700000
samsung,galaxy s23 ultra,da su dung chua sua chua,het bao hanh,den,512.0,han quoc,tp ho chi minh,14900004
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,xanh la,256.0,dang cap nhat,tp ho chi minh,5555555
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,trang,256.0,my,ha noi,5500000
apple,iphone 14 pro max,da su dung chua sua chua,7-12 thang,tim,128.0,han quoc,ha noi,18500000
vivo,iq00 neo,da su dung chua sua chua,con bao hanh,cam,256.0,trung quoc,tp ho chi minh,5900000
apple,iphone 13 pro max,moi,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,10890000
apple,iphone 12,da su dung chua sua chua,3 thang,tim,64.0,my,ha noi,8500000
realme,5 pro,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,can tho,800000
nokia pho thong,8800,da su dung chua sua chua,het bao hanh,vang,8.0,viet nam,hai phong,123456
vivo,dong khac,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,da nang,12990000
xiaomi,redmi k50,da su dung chua sua chua,het bao hanh,den,128.0,trung quoc,tp ho chi minh,4050000
oppo,reno8 pro,da su dung chua sua chua,het bao hanh,xanh la,256.0,viet nam,tp ho chi minh,5200000
apple,iphone 14 pro,da su dung chua sua chua,con bao hanh,den,128.0,dang cap nhat,tp ho chi minh,13100000
apple,iphone 15 plus,da su dung chua sua chua,con bao hanh,hong,512.0,nuoc khac,tp ho chi minh,21900000
apple,iphone 11,da su dung chua sua chua,4-6 thang,mau khac,64.0,my,da nang,4400000
xiaomi,redmi note 8 pro,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,ninh binh,1450000
apple,iphone 16 pro,moi,con bao hanh,mau khac,128.0,my,tp ho chi minh,27900000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,vang,128.0,my,tp ho chi minh,5800000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,vang,128.0,my,tp ho chi minh,5800000
apple,iphone 11 pro max,da su dung chua sua chua,1 thang,trang,64.0,my,ha noi,7200000
samsung,galaxy a7,da su dung chua sua chua,bao hanh hang,xanh duong,64.0,han quoc,can tho,1000000
apple,iphone 14 pro max,moi,2 thang,mau khac,256.0,viet nam,tp ho chi minh,12200000
xiaomi,dong khac,da su dung chua sua chua,het bao hanh,xam,128.0,trung quoc,hai phong,3550000
apple,iphone 7 plus,moi,het bao hanh,hong,256.0,viet nam,tp ho chi minh,1650000
xiaomi,dong khac,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,tp ho chi minh,6900000
apple,iphone 8 plus,da su dung chua sua chua,het bao hanh,vang hong,64.0,dang cap nhat,tp ho chi minh,2700000
apple,iphone 11,da su dung chua sua chua,con bao hanh,tim,128.0,my,tp ho chi minh,6500000
apple,iphone 13 pro max,moi,het bao hanh,mau khac,256.0,my,tp ho chi minh,7500000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,thai binh,12000000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,den,128.0,my,tp ho chi minh,6800000
apple,iphone 6 plus,da su dung chua sua chua,bao hanh hang,vang,64.0,dang cap nhat,ha noi,700000
apple,iphone 7,da su dung chua sua chua,4-6 thang,hong,32.0,my,ba ria - vung tau,1800000
xiaomi,dong khac,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,da nang,6990000
apple,iphone xr,moi,het bao hanh,trang,64.0,my,tp ho chi minh,3700000
xiaomi,redmi note 11 pro,moi,het bao hanh,xam,128.0,trung quoc,ben tre,3600000
apple,iphone xs,moi,bao hanh hang,bac,64.0,my,tp ho chi minh,3350000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,cam,256.0,dang cap nhat,tp ho chi minh,5590000
samsung,galaxy z fold3,da su dung chua sua chua,het bao hanh,den,256.0,viet nam,ba ria - vung tau,1300000
xiaomi,dong khac,da su dung chua sua chua,3 thang,den,256.0,dang cap nhat,khanh hoa,6300000
oppo,dong khac,moi,con bao hanh,mau khac,256.0,nuoc khac,tp ho chi minh,2250000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,128.0,viet nam,tp ho chi minh,11800000
apple,iphone 14 pro max,da su dung chua sua chua,4-6 thang,tim,256.0,my,tp ho chi minh,20900000
apple,iphone 14 pro max,da su dung chua sua chua,1 thang,vang,128.0,my,tp ho chi minh,17500000
apple,iphone 11,da su dung chua sua chua,con bao hanh,vang,128.0,my,tp ho chi minh,6300000
samsung,galaxy note 10,da su dung chua sua chua,het bao hanh,trang,256.0,han quoc,ha noi,2550000
samsung,galaxy m32,da su dung qua sua chua,het bao hanh,den,128.0,viet nam,tp ho chi minh,1500000
samsung,galaxy note 20 ultra,da su dung chua sua chua,1 thang,den,256.0,dang cap nhat,ha noi,7999000
xiaomi,redmi note 12 turbo,da su dung chua sua chua,con bao hanh,xanh duong,256.0,trung quoc,da nang,4990000
apple,iphone 6s,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,755000
apple,iphone 6s,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,755000
apple,iphone 11,da su dung chua sua chua,het bao hanh,trang,128.0,han quoc,ha noi,5000000
xiaomi,redmi note 13 pro,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,ha noi,4290000
apple,iphone xr,moi,1 thang,trang,64.0,my,tp ho chi minh,3700000
apple,iphone 14 pro,da su dung chua sua chua,4-6 thang,tim,128.0,my,tp ho chi minh,16800000
samsung,galaxy s21,da su dung chua sua chua,4-6 thang,den,128.0,my,tp ho chi minh,5490000
apple,iphone 11 pro,da su dung chua sua chua,3 thang,trang,64.0,my,tp ho chi minh,4350000
apple,iphone xs max,da su dung chua sua chua,4-6 thang,vang,64.0,my,ba ria - vung tau,5600000
apple,iphone 13,da su dung chua sua chua,4-6 thang,trang,128.0,han quoc,tp ho chi minh,9990000
xiaomi,11t,da su dung chua sua chua,bao hanh hang,xam,128.0,viet nam,ha noi,2950000
apple,iphone 13,da su dung chua sua chua,4-6 thang,mau khac,128.0,my,tp ho chi minh,9600000
apple,iphone 14 pro max,da su dung chua sua chua,4-6 thang,tim,128.0,my,tp ho chi minh,14200000
apple,iphone 11,moi,con bao hanh,mau khac,64.0,nuoc khac,tp ho chi minh,4666000
apple,iphone 14 pro,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,tp ho chi minh,14950000
xiaomi,redmi note 13 pro,da su dung chua sua chua,con bao hanh,den,128.0,trung quoc,da nang,4650000
apple,iphone 14 pro,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,tp ho chi minh,14950000
xiaomi,redmi note 13 pro,da su dung chua sua chua,con bao hanh,den,128.0,trung quoc,da nang,4650000
vsmart,joy 4,da su dung chua sua chua,het bao hanh,trang,64.0,dang cap nhat,da nang,300000
xiaomi,redmi note 13,da su dung chua sua chua,>12 thang,den,128.0,viet nam,tp ho chi minh,3500000
xiaomi,dong khac,da su dung chua sua chua,het bao hanh,trang,8.0,trung quoc,soc trang,5500000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,viet nam,da nang,25500000
apple,iphone 12 pro max,da su dung chua sua chua,4-6 thang,xanh duong,256.0,my,tp ho chi minh,8500000
samsung,galaxy note 10 plus,da su dung chua sua chua,1 thang,xanh la,256.0,viet nam,ha noi,5400000
apple,iphone xs,da su dung chua sua chua,con bao hanh,mau khac,64.0,nuoc khac,tp ho chi minh,4390000
apple,iphone 16,moi,>12 thang,mau khac,128.0,my,tp ho chi minh,18900000
apple,iphone 13 pro max,da su dung chua sua chua,3 thang,mau khac,128.0,nuoc khac,tp ho chi minh,10700000
xiaomi,dong khac,moi,het bao hanh,xanh duong,128.0,trung quoc,ben tre,3900000
sony,xperia 1,da su dung chua sua chua,4-6 thang,tim,256.0,nhat ban,tp ho chi minh,8990000
apple,iphone 13 pro max,da su dung chua sua chua,4-6 thang,xanh la,128.0,my,tp ho chi minh,9700000
apple,iphone 12 pro max,da su dung chua sua chua,3 thang,vang,128.0,my,da nang,12000000
samsung,galaxy s22 ultra,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,tp ho chi minh,5480000
apple,iphone 14 pro max,da su dung chua sua chua,4-6 thang,trang,256.0,my,tp ho chi minh,15900000
apple,iphone 16 pro max,moi,con bao hanh,vang,1024.0,viet nam,ha noi,44500000
samsung,galaxy a20s,da su dung chua sua chua,het bao hanh,mau khac,64.0,nuoc khac,tp ho chi minh,1200000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,tp ho chi minh,11000000
apple,iphone 12 pro max,moi,het bao hanh,xanh duong,128.0,my,ha noi,6800000
honor,dong khac,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,da nang,6990000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,trang,64.0,my,ha noi,5850000
vivo,y19,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,tp ho chi minh,1300000
apple,iphone 14 pro,da su dung chua sua chua,3 thang,tim,128.0,dang cap nhat,ha noi,14600000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang,32.0,nuoc khac,tp ho chi minh,1050000
apple,iphone 12 pro,da su dung chua sua chua,3 thang,xam,256.0,viet nam,tp ho chi minh,9800000
apple,iphone 11 pro max,moi,bao hanh hang,mau khac,64.0,my,tp ho chi minh,4300000
sony,xperia 5,da su dung chua sua chua,4-6 thang,trang,128.0,nhat ban,tp ho chi minh,7490000
samsung,galaxy s22 ultra,da su dung chua sua chua,4-6 thang,den,128.0,viet nam,lam dong,11900000
samsung,galaxy z fold5,da su dung chua sua chua,con bao hanh,mau khac,256.0,viet nam,dak lak,19250000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,vang,128.0,viet nam,tp ho chi minh,19000000
apple,iphone 11,da su dung chua sua chua,>12 thang,trang,64.0,my,da nang,4900000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,my,tp ho chi minh,6000000
samsung,galaxy z flip3,da su dung chua sua chua,con bao hanh,mau khac,8.0,dang cap nhat,tp ho chi minh,3890000
apple,iphone 13 pro max,da su dung chua sua chua,3 thang,mau khac,256.0,nuoc khac,tp ho chi minh,11000000
apple,iphone 11 pro max,moi,bao hanh hang,vang,64.0,my,tp ho chi minh,4500000
huawei,mate 20x,da su dung chua sua chua,con bao hanh,xanh duong,128.0,trung quoc,da nang,3990000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,256.0,han quoc,tp ho chi minh,20800000
apple,iphone 11,da su dung chua sua chua,4-6 thang,trang,128.0,viet nam,ben tre,5700000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,9200000
samsung,galaxy s21 ultra,moi,con bao hanh,mau khac,128.0,my,can tho,7900000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,trang,256.0,dang cap nhat,can tho,25200000
samsung,galaxy s20 fe,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,can tho,3550000
apple,iphone 13 pro,da su dung chua sua chua,het bao hanh,vang,128.0,my,ha noi,11500000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,trang,512.0,dang cap nhat,tp ho chi minh,7388888
apple,iphone xs max,da su dung chua sua chua,3 thang,vang,256.0,dang cap nhat,ha noi,5700000
sony,xperia 1,da su dung chua sua chua,het bao hanh,trang,128.0,nhat ban,tp ho chi minh,4490000
xiaomi,black shark 4,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,tp ho chi minh,4990000
apple,iphone 12 pro,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,tp ho chi minh,8800000
apple,iphone 13 pro,moi,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,10390000
xiaomi,14 ultra,da su dung chua sua chua,con bao hanh,xanh duong,512.0,trung quoc,da nang,18990000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,den,128.0,my,tp ho chi minh,17800000
apple,iphone 14 plus,da su dung chua sua chua,het bao hanh,den,128.0,my,tp ho chi minh,12600000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,ha noi,16500000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,ha noi,10350000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,ha nam,100000
samsung,galaxy s22 ultra,da su dung chua sua chua,4-6 thang,trang,512.0,my,tp ho chi minh,10990000
samsung,galaxy z flip5,da su dung chua sua chua,con bao hanh,mau khac,512.0,viet nam,ha noi,10168000
oppo,dong khac,moi,>12 thang,bac,512.0,viet nam,tp ho chi minh,8550000
apple,iphone 15 plus,da su dung chua sua chua,3 thang,xanh duong,128.0,dang cap nhat,can tho,17990000
samsung,galaxy s22 ultra,moi,con bao hanh,mau khac,8.0,nuoc khac,tp ho chi minh,9890000
apple,iphone 13 pro max,da su dung chua sua chua,4-6 thang,vang,128.0,my,thua thien hue,11500000
apple,iphone 7 plus,da su dung chua sua chua,bao hanh hang,den,32.0,dang cap nhat,dong nai,1690000
samsung,galaxy a55,moi,7-12 thang,den bong,128.0,viet nam,tp ho chi minh,5300000
oneplus,dong khac,da su dung chua sua chua,con bao hanh,bac,256.0,trung quoc,da nang,7890000
apple,dong khac,da su dung qua sua chua,con bao hanh,mau khac,256.0,dang cap nhat,tp ho chi minh,1000000
apple,iphone 11 pro,da su dung chua sua chua,het bao hanh,xanh duong,64.0,my,tp ho chi minh,5999999
apple,iphone 15 pro max,da su dung chua sua chua,1 thang,den,256.0,my,ha noi,22000000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,viet nam,tp ho chi minh,10500000
apple,iphone 16 pro max,da su dung chua sua chua,7-12 thang,vang hong,256.0,viet nam,tp ho chi minh,33200000
oppo,rog phone 6,da su dung chua sua chua,bao hanh hang,xanh duong,32.0,dang cap nhat,da nang,950000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,viet nam,tp ho chi minh,10500000
apple,iphone 16 pro max,da su dung chua sua chua,7-12 thang,vang hong,256.0,viet nam,tp ho chi minh,33200000
oppo,rog phone 6,da su dung chua sua chua,bao hanh hang,xanh duong,32.0,dang cap nhat,da nang,950000
xiaomi,mi 10,da su dung chua sua chua,het bao hanh,xanh duong,256.0,trung quoc,ben tre,3600000
xiaomi,mi 9t,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,900000
samsung,galaxy s10 plus,da su dung chua sua chua,4-6 thang,den,128.0,my,tp ho chi minh,4590000
samsung,galaxy s6 edge,da su dung chua sua chua,het bao hanh,vang,32.0,han quoc,tp ho chi minh,450000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,tim,64.0,dang cap nhat,ha noi,4800000
vivo,y93,da su dung chua sua chua,bao hanh hang,xanh duong,64.0,dang cap nhat,da nang,950000
samsung,galaxy s23 ultra,da su dung chua sua chua,het bao hanh,xanh duong,256.0,viet nam,can tho,14800000
xiaomi,redmi k30,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,dang cap nhat,da nang,2450000
apple,iphone 15,da su dung chua sua chua,7-12 thang,den,128.0,my,bac ninh,11500000
apple,iphone se,moi,con bao hanh,mau khac,64.0,my,tp ho chi minh,2479000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,tim,128.0,viet nam,tp ho chi minh,18200000
samsung,galaxy note 9,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,tp ho chi minh,759000
apple,iphone 16 pro max,da su dung chua sua chua,>12 thang,vang,256.0,viet nam,tp ho chi minh,35000000
oppo,reno4,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,ha noi,1700000
samsung,galaxy a13,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,tp ho chi minh,1700000
samsung,galaxy a03,da su dung chua sua chua,het bao hanh,xanh duong,64.0,viet nam,tp ho chi minh,1000000
samsung,galaxy m33,da su dung chua sua chua,bao hanh hang,mau khac,128.0,han quoc,dong nai,2950000
apple,iphone 14 pro max,da su dung chua sua chua,3 thang,tim,256.0,nuoc khac,tp ho chi minh,19500000
xiaomi,redmi k40,da su dung chua sua chua,1 thang,bac,128.0,trung quoc,lam dong,3950000
apple,iphone 12 pro max,da su dung chua sua chua,1 thang,xanh duong,256.0,dang cap nhat,tp ho chi minh,10300000
samsung,galaxy s21,da su dung chua sua chua,con bao hanh,mau khac,256.0,my,can tho,5490000
