Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
xiaomi,redmi 8/8a,da su dung chua sua chua,het bao hanh,do,64.0,trung quoc,can tho,1190000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,tp ho chi minh,18500000
samsung,galaxy s20 ultra,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,ha noi,4600000
xiaomi,12s pro,da su dung chua sua chua,3 thang,den,256.0,nuoc khac,tp ho chi minh,6690000
oppo,reno10,da su dung chua sua chua,1 thang,xam,256.0,trung quoc,hai phong,5500000
apple,iphone xs,da su dung chua sua chua,het bao hanh,vang hong,64.0,my,hai phong,2950000
google,pixel 6,da su dung chua sua chua,het bao hanh,xam,128.0,dang cap nhat,ha noi,3800000
samsung,galaxy s20 ultra,da su dung chua sua chua,con bao hanh,den bong,256.0,dang cap nhat,tp ho chi minh,4800000
apple,iphone 15 pro max,da su dung chua sua chua,7-12 thang,vang,256.0,viet nam,da nang,22990000
apple,iphone 12 pro,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,da nang,9000000
apple,iphone 8 plus,da su dung chua sua chua,het bao hanh,vang,64.0,dang cap nhat,tp ho chi minh,2900000
apple,iphone 15 pro max,da su dung qua sua chua,het bao hanh,xanh duong,128.0,my,da nang,999999
samsung,galaxy a6 plus,da su dung chua sua chua,het bao hanh,den,32.0,viet nam,binh duong,550000
vivo,dong khac,da su dung chua sua chua,het bao hanh,den,256.0,nuoc khac,bac giang,10000000
xiaomi,dong khac,da su dung chua sua chua,het bao hanh,xanh la,256.0,trung quoc,ha noi,4791000
samsung,galaxy s22 ultra,da su dung chua sua chua,het bao hanh,den,256.0,viet nam,tp ho chi minh,7999000
apple,iphone 15 pro,da su dung chua sua chua,3 thang,xanh duong,256.0,viet nam,tp ho chi minh,19590000
apple,iphone 16 pro,da su dung chua sua chua,con bao hanh,mau khac,128.0,dang cap nhat,tp ho chi minh,26790000
apple,iphone 13 pro max,da su dung chua sua chua,3 thang,xanh la,128.0,viet nam,tp ho chi minh,11800000
samsung,galaxy a34,da su dung chua sua chua,3 thang,den,128.0,viet nam,tp ho chi minh,4100000
samsung,galaxy a05,moi,>12 thang,den,64.0,viet nam,hai phong,2699000
realme,dong khac,moi,con bao hanh,xanh duong,128.0,trung quoc,da nang,12345
apple,iphone 13 pro max,da su dung chua sua chua,3 thang,xanh la,128.0,viet nam,tp ho chi minh,11800000
samsung,galaxy a34,da su dung chua sua chua,3 thang,den,128.0,viet nam,tp ho chi minh,4100000
samsung,galaxy a05,moi,>12 thang,den,64.0,viet nam,hai phong,2699000
realme,dong khac,moi,con bao hanh,xanh duong,128.0,trung quoc,da nang,12345
samsung,galaxy a52s,da su dung chua sua chua,het bao hanh,xanh la,128.0,viet nam,tp ho chi minh,3790000
samsung,galaxy z flip4,da su dung chua sua chua,1 thang,vang,128.0,viet nam,tp ho chi minh,5000000
samsung,galaxy note 20 ultra,da su dung chua sua chua,het bao hanh,trang,256.0,dang cap nhat,ha noi,5500000
apple,iphone x,da su dung chua sua chua,bao hanh hang,trang,64.0,my,dong nai,3500000
oppo,dong khac,da su dung chua sua chua,het bao hanh,vang,128.0,viet nam,bac ninh,2200000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,4300000
apple,iphone 13 pro,da su dung qua sua chua,1 thang,xanh la,128.0,my,dak lak,9800000
apple,iphone 13,da su dung chua sua chua,bao hanh hang,trang,128.0,my,can tho,7800000
xiaomi,redmi k30 pro,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,dong nai,3200000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den,64.0,my,dong nai,4500000
apple,iphone 6 plus,moi,bao hanh hang,bac,64.0,my,tp ho chi minh,490000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,256.0,dang cap nhat,da nang,19990000
apple,iphone 11,da su dung chua sua chua,het bao hanh,trang,64.0,viet nam,tp ho chi minh,6250000
google,dong khac,da su dung chua sua chua,con bao hanh,den,128.0,dang cap nhat,ha noi,3250000
apple,iphone 13,da su dung chua sua chua,7-12 thang,xanh la,128.0,viet nam,dong nai,11990000
apple,iphone 13 pro max,moi,3 thang,mau khac,256.0,my,tp ho chi minh,7600000
samsung,galaxy s23 plus,da su dung chua sua chua,>12 thang,trang,512.0,viet nam,an giang,15000000
oppo,f5,da su dung chua sua chua,1 thang,den,32.0,viet nam,da nang,520000
apple,iphone 11 pro max,moi,bao hanh hang,mau khac,256.0,my,tp ho chi minh,5200000
oneplus,dong khac,da su dung chua sua chua,1 thang,xanh la,256.0,trung quoc,tp ho chi minh,4000000
xiaomi,redmi note 11,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,da nang,1999999
apple,iphone 11,da su dung chua sua chua,1 thang,den,128.0,viet nam,ha noi,3500000
apple,iphone 7,da su dung chua sua chua,het bao hanh,hong,32.0,dang cap nhat,tp ho chi minh,800000
samsung,galaxy s24 ultra,da su dung chua sua chua,con bao hanh,mau khac,256.0,viet nam,tp ho chi minh,21350000
apple,iphone xr,da su dung chua sua chua,het bao hanh,den bong,64.0,viet nam,ha noi,3900000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,tp ho chi minh,11900000
apple,iphone 13 mini,da su dung chua sua chua,4-6 thang,trang,512.0,nuoc khac,tp ho chi minh,8300000
apple,iphone xs,da su dung chua sua chua,het bao hanh,den,256.0,han quoc,binh dinh,4500000
samsung,galaxy a31,da su dung qua sua chua,con bao hanh,den bong,64.0,han quoc,tp ho chi minh,1900000
samsung,galaxy note 20 ultra,da su dung chua sua chua,3 thang,trang,128.0,my,tp ho chi minh,8000000
samsung,galaxy s21 plus,da su dung chua sua chua,het bao hanh,bac,128.0,my,tp ho chi minh,5990000
samsung,galaxy a23,da su dung chua sua chua,1 thang,mau khac,128.0,han quoc,ha noi,2200000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,trang,64.0,dai loan,ha noi,5800000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,mau khac,64.0,dang cap nhat,tp ho chi minh,3250000
google,pixel 4 xl,da su dung chua sua chua,het bao hanh,den,64.0,nuoc khac,tp ho chi minh,1900000
vivo,dong khac,da su dung chua sua chua,het bao hanh,xanh duong,128.0,nuoc khac,ha noi,1500000
xiaomi,redmi k70 pro,moi,>12 thang,den,256.0,trung quoc,tp ho chi minh,9590000
samsung,galaxy s20 fe,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,2990000
oppo,a77,da su dung qua sua chua,het bao hanh,xanh duong,128.0,trung quoc,ben tre,1800000
apple,iphone 8 plus,da su dung chua sua chua,bao hanh hang,vang hong,128.0,dang cap nhat,tp ho chi minh,1990000
apple,iphone xs max,moi,het bao hanh,vang,64.0,my,ha noi,4600000
apple,iphone 7 plus,da su dung chua sua chua,bao hanh hang,den,32.0,dang cap nhat,tp ho chi minh,1450000
apple,iphone 11,da su dung chua sua chua,>12 thang,mau khac,64.0,my,tp ho chi minh,3000000
apple,iphone xs max,moi,het bao hanh,vang,64.0,my,ha noi,4600000
apple,iphone 7 plus,da su dung chua sua chua,bao hanh hang,den,32.0,dang cap nhat,tp ho chi minh,1450000
apple,iphone 11,da su dung chua sua chua,>12 thang,mau khac,64.0,my,tp ho chi minh,3000000
google,pixel 9,moi,con bao hanh,vang hong,128.0,my,da nang,12500000
nokia thong minh,dong khac,moi,3 thang,xanh duong,32.0,viet nam,tp ho chi minh,850000
apple,iphone 11,da su dung chua sua chua,3 thang,den,64.0,dang cap nhat,tp ho chi minh,5950000
apple,iphone 12 pro max,da su dung chua sua chua,1 thang,xanh duong,128.0,my,da nang,11500000
samsung,galaxy s20 fe,da su dung chua sua chua,con bao hanh,tim,128.0,dang cap nhat,tp ho chi minh,3100000
xiaomi,redmi note 11,da su dung chua sua chua,3 thang,bac,128.0,viet nam,kien giang,3800000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,tp ho chi minh,10999000
xiaomi,13 lite,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,da nang,4800000
samsung,galaxy note 20 ultra,da su dung chua sua chua,con bao hanh,mau khac,256.0,viet nam,da nang,7490000
apple,iphone 11 pro max,da su dung chua sua chua,3 thang,xanh la,64.0,my,tp ho chi minh,8500000
apple,iphone 15 plus,da su dung chua sua chua,>12 thang,vang,256.0,dang cap nhat,ha noi,18500000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,4700000
oppo,reno6 pro,da su dung chua sua chua,het bao hanh,mau khac,256.0,viet nam,tp ho chi minh,4890000
xiaomi,poco m3,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,1350000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,4700000
oppo,reno6 pro,da su dung chua sua chua,het bao hanh,mau khac,256.0,viet nam,tp ho chi minh,4890000
xiaomi,poco m3,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,1350000
huawei,nova 2i,da su dung chua sua chua,bao hanh hang,trang,64.0,dang cap nhat,binh duong,690000
apple,iphone xs max,da su dung chua sua chua,4-6 thang,den,256.0,my,tp ho chi minh,6900000
apple,iphone 15 pro max,moi,>12 thang,bac,512.0,viet nam,can tho,32800000
apple,iphone 14 plus,da su dung chua sua chua,con bao hanh,den bong,128.0,my,da nang,12990000
apple,iphone 14 pro,da su dung chua sua chua,bao hanh hang,vang,128.0,my,tp ho chi minh,8000000
apple,iphone 14,da su dung chua sua chua,con bao hanh,trang,128.0,my,tp ho chi minh,9000000
oppo,reno8 z,da su dung chua sua chua,het bao hanh,den,256.0,trung quoc,can tho,3650000
apple,iphone xs,da su dung chua sua chua,4-6 thang,den,64.0,dang cap nhat,tp ho chi minh,2740000
samsung,galaxy z flip4,da su dung chua sua chua,het bao hanh,vang,128.0,viet nam,tp ho chi minh,2000000
apple,iphone 15 pro,da su dung chua sua chua,het bao hanh,xanh duong,256.0,han quoc,ha noi,20500000
google,pixel 5,da su dung chua sua chua,4-6 thang,den,128.0,dang cap nhat,tp ho chi minh,3990000
oppo,find x2 pro,da su dung chua sua chua,het bao hanh,den,512.0,trung quoc,tp ho chi minh,4200000
apple,iphone xs max,da su dung chua sua chua,3 thang,mau khac,64.0,my,da nang,4200000
oppo,find x2 pro,da su dung chua sua chua,het bao hanh,den,512.0,trung quoc,tp ho chi minh,4200000
apple,iphone xs max,da su dung chua sua chua,3 thang,mau khac,64.0,my,da nang,4200000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,tim,128.0,my,tp ho chi minh,14200000
apple,iphone 15 pro max,da su dung chua sua chua,4-6 thang,bac,256.0,viet nam,tp ho chi minh,24800000
apple,iphone 11 pro,da su dung chua sua chua,bao hanh hang,trang,64.0,dang cap nhat,da nang,6800000
apple,iphone 14 pro max,da su dung chua sua chua,3 thang,mau khac,128.0,viet nam,tp ho chi minh,19500000
apple,iphone 12,da su dung chua sua chua,>12 thang,mau khac,64.0,my,tp ho chi minh,4000000
oppo,reno7 z,da su dung chua sua chua,het bao hanh,den,128.0,trung quoc,can tho,2890000
apple,iphone 13,moi,bao hanh hang,xanh la,128.0,viet nam,tp ho chi minh,12800000
google,pixel 8 pro,da su dung chua sua chua,3 thang,den,128.0,my,tp ho chi minh,12500000
honor,dong khac,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,ha noi,18000000
apple,iphone 15 plus,moi,con bao hanh,den,256.0,my,ha noi,18800000
samsung,galaxy note 20 ultra,moi,con bao hanh,mau khac,256.0,viet nam,da nang,6990000
samsung,galaxy a71,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,tp ho chi minh,3090000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,trang,256.0,viet nam,lam dong,11999000
google,pixel 7,da su dung chua sua chua,4-6 thang,trang,128.0,nuoc khac,khanh hoa,5800000
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,trang,128.0,my,binh duong,10400000
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,trang,128.0,my,binh duong,10400000
oppo,a92,moi,het bao hanh,mau khac,128.0,trung quoc,can tho,1550000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,can tho,13500000
apple,iphone 5se,da su dung chua sua chua,bao hanh hang,vang,16.0,dang cap nhat,tp ho chi minh,1400000
hang khac,dong khac,da su dung chua sua chua,het bao hanh,xanh duong,64.0,viet nam,binh duong,1250000
apple,iphone xs,da su dung chua sua chua,con bao hanh,cam,64.0,dang cap nhat,tp ho chi minh,2989999
apple,iphone 11 pro max,da su dung chua sua chua,4-6 thang,xanh duong,64.0,dang cap nhat,da nang,7100000
apple,iphone 14,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,tp ho chi minh,12000000
apple,iphone x,da su dung chua sua chua,bao hanh hang,den,64.0,viet nam,tp ho chi minh,2200000
oppo,reno6,moi,con bao hanh,mau khac,256.0,nuoc khac,tp ho chi minh,3400000
samsung,galaxy note 9,da su dung chua sua chua,con bao hanh,hong,128.0,dang cap nhat,tp ho chi minh,2550000
xiaomi,redmi note 10s,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,dak lak,2850000
samsung,galaxy note,da su dung chua sua chua,het bao hanh,tim,64.0,my,tp ho chi minh,1200000
samsung,galaxy s20,da su dung chua sua chua,4-6 thang,xam,128.0,my,tp ho chi minh,4490000
xiaomi,redmi note 11 pro,da su dung chua sua chua,1 thang,mau khac,128.0,dang cap nhat,can tho,2799000
samsung,galaxy s22 ultra,da su dung chua sua chua,4-6 thang,do,256.0,viet nam,ha noi,11350000
apple,iphone 14 pro,da su dung chua sua chua,bao hanh hang,den,128.0,viet nam,tp ho chi minh,11200000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,14000000
apple,iphone 7 plus,da su dung chua sua chua,het bao hanh,vang,32.0,dang cap nhat,tp ho chi minh,1350000
apple,iphone 11,da su dung chua sua chua,1 thang,den,128.0,viet nam,tp ho chi minh,4567890
xiaomi,14,da su dung chua sua chua,con bao hanh,xanh la,512.0,viet nam,can tho,13500000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,vang,256.0,my,tp ho chi minh,20600000
xiaomi,redmi note 12 turbo,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,da nang,4700000
apple,iphone 14 pro max,da su dung chua sua chua,7-12 thang,trang,128.0,dang cap nhat,tp ho chi minh,15500000
apple,iphone 12 pro max,da su dung chua sua chua,>12 thang,mau khac,128.0,my,tp ho chi minh,7000000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,256.0,my,tp ho chi minh,5000000
xiaomi,11t pro,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,ha noi,3650000
apple,iphone 7 plus,da su dung chua sua chua,het bao hanh,den,32.0,my,can tho,1390000
apple,iphone 11,da su dung chua sua chua,het bao hanh,mau khac,64.0,dang cap nhat,tp ho chi minh,4500000
asus,rog phone 3,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,tp ho chi minh,3300000
oppo,reno6 z,da su dung chua sua chua,het bao hanh,den,128.0,dang cap nhat,can tho,2750000
samsung,galaxy z fold4,da su dung chua sua chua,3 thang,xanh duong,1024.0,viet nam,tp ho chi minh,9500000
apple,iphone 8,da su dung qua sua chua,het bao hanh,den,64.0,nuoc khac,ba ria - vung tau,1400000
apple,iphone 8,da su dung qua sua chua,het bao hanh,den,64.0,nuoc khac,ba ria - vung tau,1400000
honor,dong khac,da su dung chua sua chua,bao hanh hang,den bong,1024.0,trung quoc,tp ho chi minh,25000000
samsung,galaxy s10,da su dung chua sua chua,het bao hanh,den,128.0,dang cap nhat,tp ho chi minh,2950000
oneplus,dong khac,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,da nang,8990000
samsung,galaxy z flip3,da su dung qua sua chua,het bao hanh,den,256.0,han quoc,tp ho chi minh,2490000
oppo,reno6 z,da su dung chua sua chua,het bao hanh,den,128.0,dang cap nhat,can tho,2250000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,den,64.0,my,ha noi,7500000
oppo,f5,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,ha noi,650000
sony,xperia 5,da su dung chua sua chua,4-6 thang,trang,128.0,nhat ban,tp ho chi minh,7490000
apple,iphone xr,moi,con bao hanh,trang,64.0,my,dong nai,3900000
samsung,galaxy s22 ultra,da su dung chua sua chua,3 thang,xanh duong,256.0,viet nam,can tho,11990000
xiaomi,redmi 13c,da su dung chua sua chua,bao hanh hang,xanh la,128.0,dang cap nhat,da nang,1950000
apple,iphone 14 pro max,da su dung chua sua chua,>12 thang,tim,128.0,my,tp ho chi minh,15500000
oneplus,dong khac,da su dung chua sua chua,het bao hanh,den,256.0,dang cap nhat,tp ho chi minh,4700000
apple,iphone se,da su dung chua sua chua,1 thang,den,64.0,dang cap nhat,ha noi,2700000
apple,iphone 8 plus,da su dung chua sua chua,het bao hanh,do,256.0,dang cap nhat,tp ho chi minh,3300000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,xanh la,64.0,dang cap nhat,tp ho chi minh,6700000
google,dong khac,da su dung chua sua chua,bao hanh hang,den,128.0,my,tp ho chi minh,5190000
apple,iphone 14 plus,da su dung chua sua chua,7-12 thang,trang,128.0,my,da nang,11990000
samsung,galaxy s10 plus,da su dung chua sua chua,1 thang,trang,512.0,han quoc,ha noi,4400000
samsung,galaxy s10 plus,da su dung chua sua chua,1 thang,trang,512.0,han quoc,ha noi,4400000
samsung,galaxy note 8,da su dung chua sua chua,het bao hanh,den,64.0,my,tp ho chi minh,690000
apple,iphone xs,da su dung chua sua chua,het bao hanh,vang,64.0,my,tp ho chi minh,3500000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,den,64.0,dang cap nhat,tp ho chi minh,6000000
apple,iphone 12 pro max,da su dung chua sua chua,>12 thang,xanh duong,128.0,my,tp ho chi minh,6000000
apple,iphone xs max,da su dung chua sua chua,con bao hanh,trang,64.0,my,tp ho chi minh,3290000
samsung,galaxy j7 prime,da su dung chua sua chua,het bao hanh,den,32.0,dang cap nhat,tp ho chi minh,250000
oppo,reno4 pro,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,dak lak,2170000
sony,dong khac,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,hai phong,5400000
xiaomi,redmi k30 ultra,da su dung chua sua chua,het bao hanh,xanh la,128.0,trung quoc,dong nai,3400000
samsung,galaxy s9,da su dung chua sua chua,het bao hanh,xanh duong,64.0,viet nam,dong nai,1890000
xiaomi,12s pro,da su dung chua sua chua,het bao hanh,trang,128.0,trung quoc,da nang,3000000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,bac,64.0,my,dien bien,4600000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,64.0,dang cap nhat,tp ho chi minh,4500000
apple,iphone 15 pro max,da su dung chua sua chua,7-12 thang,den,256.0,my,can tho,23900000
samsung,galaxy s20 plus,da su dung chua sua chua,1 thang,bac,256.0,han quoc,tp ho chi minh,4390000
samsung,galaxy note 8,da su dung chua sua chua,bao hanh hang,xanh duong,64.0,dang cap nhat,tp ho chi minh,1299000
samsung,galaxy s24 ultra,da su dung chua sua chua,>12 thang,vang,1024.0,viet nam,tp ho chi minh,26800000
vivo,x60,da su dung chua sua chua,het bao hanh,mau khac,256.0,trung quoc,ha noi,3300000
xiaomi,13 ultra,da su dung chua sua chua,con bao hanh,den,256.0,dang cap nhat,da nang,12990000
apple,iphone 14 pro max,da su dung chua sua chua,>12 thang,den,512.0,viet nam,ha noi,22350000
samsung,galaxy a52s,da su dung chua sua chua,1 thang,trang,128.0,han quoc,tp ho chi minh,2500000
samsung,galaxy z flip3,da su dung chua sua chua,1 thang,vang,128.0,dang cap nhat,tp ho chi minh,4300000
apple,iphone 13 pro max,da su dung chua sua chua,1 thang,xanh duong,128.0,viet nam,ha noi,12500000
asus,rog phone 6,da su dung chua sua chua,het bao hanh,den,256.0,viet nam,tp ho chi minh,7000000
sony,xperia 5,da su dung chua sua chua,4-6 thang,bac,128.0,nhat ban,tp ho chi minh,4790000
apple,iphone 14 pro,da su dung chua sua chua,4-6 thang,trang,128.0,viet nam,can tho,16500000
asus,zenfone 8,da su dung chua sua chua,1 thang,den,128.0,my,tp ho chi minh,3990000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,1024.0,dang cap nhat,tp ho chi minh,24500000
motorola,dong khac,da su dung chua sua chua,7-12 thang,xanh duong,128.0,my,tp ho chi minh,2750000
apple,iphone 11,moi,bao hanh hang,mau khac,256.0,my,tp ho chi minh,4600000
samsung,dong khac,da su dung chua sua chua,het bao hanh,xanh la,32.0,my,tp ho chi minh,590000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang hong,64.0,dang cap nhat,thai binh,750000
samsung,galaxy z flip2,da su dung chua sua chua,con bao hanh,xam,256.0,dang cap nhat,tp ho chi minh,3250000
apple,iphone 12 pro,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,7500000
apple,iphone 16,moi,7-12 thang,trang,128.0,viet nam,can tho,21000000
oppo,a73,moi,con bao hanh,tim,256.0,viet nam,an giang,1850000
apple,iphone 6 plus,da su dung chua sua chua,het bao hanh,mau khac,16.0,nuoc khac,dong nai,650000
apple,iphone 15 plus,da su dung chua sua chua,het bao hanh,den,128.0,my,hai phong,12950000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,7500000
samsung,galaxy s22 ultra,da su dung chua sua chua,bao hanh hang,cam,256.0,my,tp ho chi minh,6990000
xiaomi,14 pro,moi,con bao hanh,den bong,256.0,viet nam,thua thien hue,12999999
apple,iphone 15 pro,da su dung chua sua chua,4-6 thang,trang,128.0,nhat ban,can tho,19700000
apple,iphone 13,da su dung chua sua chua,7-12 thang,trang,128.0,dang cap nhat,tp ho chi minh,8500000
sony,xperia 1,da su dung chua sua chua,4-6 thang,den,256.0,nhat ban,tp ho chi minh,5990000
apple,iphone 14 pro max,da su dung chua sua chua,>12 thang,tim,128.0,my,tp ho chi minh,17500000
apple,iphone 12 mini,moi,con bao hanh,mau khac,256.0,my,tp ho chi minh,4489000
samsung,galaxy j7 pro,moi,het bao hanh,vang hong,32.0,viet nam,can tho,950000
samsung,galaxy j7 pro,moi,het bao hanh,vang hong,32.0,viet nam,can tho,950000
xiaomi,mi 10,da su dung chua sua chua,3 thang,den bong,256.0,nuoc khac,tp ho chi minh,5000000
oppo,reno5,da su dung chua sua chua,het bao hanh,mau khac,128.0,dang cap nhat,can tho,2150000
samsung,galaxy s21 plus,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,ha noi,5700000
oppo,a93,da su dung chua sua chua,het bao hanh,xam,128.0,viet nam,tp ho chi minh,790000
apple,iphone 11 pro max,da su dung chua sua chua,bao hanh hang,den,512.0,dang cap nhat,tp ho chi minh,10900000
apple,iphone 13 pro,da su dung chua sua chua,het bao hanh,xanh duong,256.0,viet nam,tp ho chi minh,12500000
google,pixel 4 xl,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,2200000
apple,iphone xs max,da su dung chua sua chua,con bao hanh,vang,64.0,dang cap nhat,tp ho chi minh,4500000
samsung,galaxy z fold3,da su dung chua sua chua,1 thang,mau khac,256.0,viet nam,ha noi,8800000
oppo,a93,da su dung chua sua chua,het bao hanh,den,128.0,dang cap nhat,can tho,1890000
samsung,galaxy z fold3,da su dung chua sua chua,het bao hanh,den,256.0,han quoc,tp ho chi minh,7900000
oppo,find x6,da su dung chua sua chua,het bao hanh,xanh la,256.0,trung quoc,tp ho chi minh,8500000
apple,iphone 11 pro,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,6000000
samsung,galaxy z flip3,da su dung chua sua chua,con bao hanh,tim,256.0,dang cap nhat,tp ho chi minh,4450000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den,64.0,viet nam,tp ho chi minh,4300000
apple,iphone 11 pro,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,6000000
samsung,galaxy z flip3,da su dung chua sua chua,con bao hanh,tim,256.0,dang cap nhat,tp ho chi minh,4450000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den,64.0,viet nam,tp ho chi minh,4300000
realme,5i,moi,bao hanh hang,mau khac,64.0,nuoc khac,da nang,1350000
apple,iphone 6,da su dung chua sua chua,het bao hanh,vang,16.0,nuoc khac,binh duong,600000
xiaomi,mi 11 ultra,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,da nang,7450000
samsung,galaxy a13,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,binh duong,1790000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,mau khac,128.0,viet nam,da nang,17990000
xiaomi,black shark 4,da su dung chua sua chua,con bao hanh,den,256.0,viet nam,tp ho chi minh,3200000
samsung,galaxy s20 plus,da su dung chua sua chua,het bao hanh,xam,256.0,han quoc,tp ho chi minh,3600000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,vang,256.0,nuoc khac,tp ho chi minh,4900000
apple,iphone xs max,da su dung chua sua chua,7-12 thang,xam,64.0,dang cap nhat,ha noi,4850000
samsung,galaxy s21 ultra,da su dung chua sua chua,4-6 thang,bac,128.0,my,tp ho chi minh,7990000
samsung,galaxy s9 plus,da su dung chua sua chua,het bao hanh,tim,64.0,han quoc,ha noi,2600000
apple,iphone 14 pro max,da su dung chua sua chua,7-12 thang,tim,128.0,dang cap nhat,tp ho chi minh,15500000
apple,iphone se,da su dung chua sua chua,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,2899000
apple,iphone 12 mini,da su dung chua sua chua,het bao hanh,trang,128.0,my,tp ho chi minh,1200000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,trang,64.0,my,tp ho chi minh,2000000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,trang,64.0,my,tp ho chi minh,2000000
realme,dong khac,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,da nang,5500000
oppo,reno6 z,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,dong nai,2990000
apple,iphone x,da su dung chua sua chua,bao hanh hang,trang,64.0,dang cap nhat,tp ho chi minh,900000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,128.0,my,lam dong,17700000
apple,iphone 14 pro,da su dung chua sua chua,7-12 thang,vang,128.0,dang cap nhat,ha noi,16400000
samsung,galaxy note 10 plus,da su dung chua sua chua,1 thang,mau khac,256.0,han quoc,ha noi,5400000
xiaomi,mi 8 se,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,1300000
vsmart,joy 3,moi,2 thang,den,64.0,nuoc khac,da nang,1050000
samsung,galaxy z flip3,da su dung chua sua chua,het bao hanh,mau khac,256.0,viet nam,tp ho chi minh,1650000
xiaomi,redmi turbo 3,da su dung chua sua chua,bao hanh hang,den,256.0,viet nam,tp ho chi minh,4999999
samsung,galaxy z flip4,da su dung chua sua chua,1 thang,vang hong,128.0,nuoc khac,ha noi,5990000
samsung,galaxy z flip3,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,tp ho chi minh,1400000
apple,iphone 14 plus,da su dung chua sua chua,7-12 thang,den,128.0,my,ha noi,11800000
